Alignment ID,Average Rt(min),Average Mz,Metabolite name,Adduct type,Post curation result,Fill %,MS/MS assigned,Reference RT,Reference m/z,Formula,Ontology,INCHIKEY,SMILES,Annotation tag (VS1.0),RT matched,m/z matched,MS/MS matched,Comment,Manually modified for quantification,Manually modified for annotation,Isotope tracking parent ID,Isotope tracking weight number,Total score,RT similarity,Dot product,Reverse dot product,Fragment presence %,S/N average,Spectrum reference file name,MS1 isotopic spectrum,MS/MS spectrum,Blank_prep_no_IS_Pos_0uL,Luca140818_lipid_Pos_co_culture_1,Luca140818_lipid_Pos_co_culture_2,Luca140818_lipid_Pos_co_culture_3,Luca140818_lipid_Pos_co_culture_4,Luca140818_lipid_Pos_co_culture_5,Luca140818_lipid_Pos_hela_1,Luca140818_lipid_Pos_hela_2,Luca140818_lipid_Pos_hela_3,Luca140818_lipid_Pos_hela_4,Luca140818_lipid_Pos_hela_5,Luca140818_lipid_Pos_nih_1,Luca140818_lipid_Pos_nih_2,Luca140818_lipid_Pos_nih_3,Luca140818_lipid_Pos_nih_4,Luca140818_lipid_Pos_nih_5
20754,14.168,1416.98303,CL 68:5|CL 34:2_34:3,[M+NH4]+,ion correlated with 20755; adduct linked to 20556_[M+H]+; adduct linked to 20558_[M+H]+,0.25,True,13.3,1416.99036,C77H140O17P2,CL,OZTFJHXXEAZZRZ-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCC)COC(=O)CCCCCCCCC=CCC=CCC=CCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,96,99.4,29.1,65.7,100,144.16,Luca140818_lipid_Pos_hela_5,1416.98303:2259259 1417.98638:1023283 1418.98974:0,97.92046:10352 99.07957:9681 105.06924:33495 107.08463:121965 109.10056:172139 111.0794:11041 111.11588:43366 113.09532:6760 119.08491:21959 119.58448:4844 121.1008:210209 121.81578:5184 123.11545:94471 125.09586:11827 133.10008:37562 135.11664:198870 137.13258:43764 139.1111:11061 147.11575:10586 149.04402:25101 149.13203:68752 151.1458:31106 153.12688:29743 155.14348:5204 161.13152:12224 163.14665:33467 165.16183:6881 167.05446:72428 167.14255:7022 168.05429:11974 169.05063:8494 175.14677:7466 177.16263:28069 219.22142:33088 225.05531:37104 226.05498:20413 228.10631:10604 237.2318:86868 239.10358:27299 240.10622:11263 241.10451:9759 247.25055:8986 263.24451:19375 265.25732:22230 283.0336:6826 285.01318:11022 299.05963:45648 301.05688:10883 311.25851:10404 344.96982:9798 359.02341:9233 418.99612:6111 547.47552:103139 564.36536:6395 573.48035:141382 575.50366:170844 601.51147:80657 746.67023:5803,2994,161869,776298,203161,102923,516678,798013,248095,530819,1509606,2259259,60630,54317,90118,0,0
20981,14.4,1433.03223,CL 69:4|CL 34:2_35:2,[M+NH4]+,adduct linked to 20736_[M+H]+; adduct linked to 20737_[M+H]+,0.062,True,13.44,1433.02173,C78H144O17P2,CL,KQRHDTBQYSTLCH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,91.1,99.3,23.3,65.9,100,20.3,Luca140818_lipid_Pos_hela_5,1433.03223:1013531 1434.03558:929771 1435.03894:136080,107.08498:55285 109.10065:100524 110.10419:8901 111.11606:27878 113.09533:8942 121.10085:113691 122.10324:6844 123.0235:4944 123.10767:5067 123.11651:47900 135.11671:94829 136.11914:5626 137.13255:21845 149.13063:36006 150.13388:6159 151.14757:6351 163.14665:28719 167.05444:24328 169.05063:12619 174.76483:5336 210.3557:5059 212.24065:5271 219.22142:8274 225.05571:27085 226.05499:7969 227.05121:8117 236.14685:5199 237.2314:12000 239.1071:8070 247.25055:6993 251.2442:6244 265.25732:31023 266.26004:7351 268.98425:6591 279.84937:4785 283.0336:6412 285.01318:10857 287.009:8633 299.06015:20328 301.06186:6532 304.02185:5105 355.06854:5642 359.02341:11598 563.50159:11455 575.50366:53415 576.49945:11628 577.51178:19701 589.52002:57603 603.52972:20077 604.52954:9561 715.87817:6761 1413.3938:7051,24356,100624,517363,172369,103835,361437,166768,39877,99131,365887,1013531,104531,126300,116976,111283,59464
21203,14.664,1449.03906,CL 70:3|CL 34:1_36:2,[M+NH4]+,ion correlated with 20627; ion correlated with 20836; adduct linked to 21256_[M+Na]+; adduct linked to 20964_[M+H]+; adduct linked to 21250_[M+Na]+,0.25,True,13.65,1449.05298,C79H148O17P2,CL,XWKPSRFWDUSJKH-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCCCCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,92.2,99.2,25.3,65.9,100,39.17,Luca140818_lipid_Pos_co_culture_2,1449.04297:550815 1450.04632:331297 1451.04968:125178,107.08476:32770 109.10054:67941 111.11603:12395 121.10099:51520 123.11671:18770 132.23033:6017 135.11627:43042 137.13252:9129 142.94621:6451 149.04399:7289 149.13205:12045 151.14754:8544 167.05446:88220 175.09618:24246 198.97397:24812 223.07368:25857 225.05533:76928 226.05493:7413 227.03169:8902 227.23625:7007 237.08923:59362 238.08974:11664 239.1044:47745 240.10616:6001 247.25049:8878 265.25763:39969 267.00336:11153 268.98419:10281 274.97424:23588 278.94418:38871 283.03354:10113 284.03436:6958 285.01166:58036 286.01529:8432 287.00894:6610 297.04428:10005 299.06064:72942 300.06335:21389 301.0618:9041 329.26865:5284 342.99692:8628 344.9758:10745 355.0621:19494 359.02332:34249 360.0256:7073 577.5144:87455 578.52661:9092 581.10913:5758 603.53125:76210 605.54578:9223 858.26453:6985,126389,309328,550815,472474,352107,501310,307860,188406,318735,703460,1602223,504499,648314,562129,388821,351920
21168,14.486,1447.02466,CL 70:4|CL 34:2_36:2,[M+NH4]+,ion correlated with 20808; ion correlated with 21170; adduct linked to 20932_[M+H]+; adduct linked to 20935_[M+H]+; adduct linked to 21233_[M+Na]+; adduct linked to 20928_[M+H]+; adduct linked to 21229_[M+Na]+,0.812,True,13.53,1447.03735,C79H146O17P2,CL,TVGGHXKZEXGDCU-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCCCCCC)COC(=O)CCCCCCCC=CCC=CCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,94,99.3,28.9,65.9,100,101.24,Luca140818_lipid_Pos_co_culture_1,1447.02832:1017295 1448.03167:1133524 1449.03503:396087,105.06819:5135 107.08459:48217 109.10057:71206 111.11603:23372 113.09531:7862 121.10094:87903 123.11542:32742 133.57465:5407 135.11636:66286 137.13252:9801 149.04399:5926 149.13205:30512 151.14578:8590 163.14662:8831 165.1618:6579 167.05443:39077 168.05632:8418 198.97397:26886 225.05481:40469 226.05817:4740 227.05441:6178 237.23135:7669 239.10353:26720 247.2505:5555 265.2569:35569 267.00336:8246 268.98419:9958 274.97427:8425 278.94562:21841 283.03354:6740 285.01312:23526 286.01071:7331 299.06009:33693 300.06339:19170 301.0618:6668 344.97583:7294 357.06329:6854 359.02335:25132 361.02557:7828 459.55133:5161 575.50458:67938 576.49933:9202 577.51166:19797 601.50946:19021 603.53156:74928 799.90918:5874,0,1017295,1665300,1133667,892242,1429594,1102188,627740,1019064,2102832,4204994,451565,920258,1045393,595849,503672
21144,14.323,1445.01501,CL 70:5|CL 34:2_36:3,[M+NH4]+,ion correlated with 20782; ion correlated with 20781; ion correlated with 8818; ion correlated with 21145; adduct linked to 20908_[M+H]+; adduct linked to 20910_[M+H]+,0.812,True,13.38,1445.02173,C79H144O17P2,CL,ZGZPWCGSIRCCMS-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCC=CCC=CCC=CCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,100,99.3,23.7,65.7,100,149.01,Luca140818_lipid_Pos_hela_3,1445.0199:1503218 1446.02325:1007649 1447.02661:258621,105.06924:24145 107.08478:67602 109.10049:153763 111.07941:8609 111.11581:43442 113.09533:6049 119.08492:20015 121.1008:163885 123.11678:74090 125.09587:10401 133.10002:12754 135.11655:109228 137.13255:33456 147.11577:8986 149.04404:25669 149.12999:37095 151.14758:12414 153.12688:7066 155.17833:5728 161.13153:11212 163.14665:24262 165.16185:7269 167.05399:131315 168.05429:28449 169.05064:20312 175.14679:5150 177.16264:10430 182.65106:5064 198.97403:8332 219.22144:6209 223.0769:25315 225.05524:142387 226.05482:43859 227.03175:11675 227.05447:28244 228.55571:11520 229.0284:6048 237.08897:41706 237.23056:37336 238.08981:22024 239.10706:62408 240.10623:27527 241.10452:12190 245.23471:6392 247.25056:20884 263.24451:7583 265.25702:48388 267.00342:26376 268.9823:42780 269.98297:8397 270.983:8926 278.94568:12730 283.0336:28902 284.03445:9089 285.01163:93425 286.01538:41195 287.01364:22878 299.06015:102366 300.06302:50148 301.06189:34342 302.0603:10823 303.01868:11948 342.99701:9525 343.99341:5901 344.97592:12067 355.06833:38598 356.06705:7819 357.06339:12866 359.02411:49124 360.0257:31388 361.02567:13004 362.02328:5511 418.98801:8689 573.47839:24677 573.67383:5924 575.50433:166692 577.51178:7253 601.51117:135101 603.52979:19971,0,1091550,1821311,1579827,967872,1559860,1491238,850698,1503218,2317674,3970458,474258,637156,737489,506361,361144
21126,14.204,1443.00806,CL 70:6|CL 34:3_36:3,[M+NH4]+,,0.625,True,13.33,1443.0061,C79H142O17P2,CL,YABGKSCXXTZYTB-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCC=CCC=CCC=CCCCCC)CCCCCCCCC=CCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,98.7,99.4,8.9,65.6,100,2230.06,Luca140818_lipid_Pos_hela_5,1443.00806:996401 1444.01141:2486266 1445.01477:569079,105.06924:22902 107.08479:35708 109.10062:67426 111.11605:20010 117.06935:5970 119.08492:12488 121.10082:82773 123.11674:29427 133.10147:20175 135.1162:47208 137.13255:9005 147.11575:11771 149.04402:9074 149.13036:27413 153.12508:5839 161.77368:5461 163.14665:10442 167.05429:80562 176.8053:5352 181.07117:21798 209.54198:5200 223.07388:172293 224.07605:51175 225.05559:85678 225.09093:16874 226.05498:10092 227.03499:29173 229.00867:6036 237.0892:613850 237.2314:12683 238.08957:168042 239.08359:70017 240.10622:6201 241.08321:8788 263.24045:9971 265.25732:6064 268.98425:8113 277.7168:6210 283.0336:11003 285.01318:24791 299.05991:62264 300.06342:22538 312.09885:7598 344.97589:6036 355.06854:9868 356.07343:5979 359.02341:23114 393.93469:5402 418.99612:5868 573.4845:46211 575.50281:29978 599.49957:18976 601.50958:35010 663.06866:5815 1022.32117:6296,0,286297,387145,293843,102699,286305,225701,249587,323964,616384,996401,0,0,73189,54224,0
21501,14.502,1473.05786,CL 72:5|CL 36:2_36:3,[M+NH4]+,adduct linked to 21267_[M+H]+,0.625,True,13.51,1473.05298,C81H148O17P2,CL,CFNGTQDDUPQACX-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)COP(=O)(O)OCC(OC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCC=CCC=CCC=CCCCCC)CCCCCCCC=CCC=CCCCCC,410,True,True,True,,False,False,null,null,98.7,99.2,26.6,66,100,4473.21,Luca140818_lipid_Pos_hela_5,1473.05786:1425274 1474.06121:1227734 1475.06457:1172663,104.25956:4934 105.06924:9057 107.08478:64254 109.10073:154804 110.10309:6309 111.0794:10331 111.11618:37690 113.09532:6981 119.08491:11675 121.10091:137384 123.11583:56055 125.09453:7669 133.10001:28925 134.37486:5027 135.11662:99140 137.13254:19735 144.6935:4876 147.11575:6603 149.04402:10844 149.13046:46328 151.1458:11476 153.12508:9506 161.13152:6720 162.46291:5645 163.14664:24304 165.16183:11479 167.05447:107916 168.05635:8389 175.14897:7672 223.07689:10756 225.05544:109272 226.05498:23228 227.03497:24588 237.08936:21576 239.10315:43805 247.25148:37292 263.24045:9936 265.25714:67402 266.26416:6579 267.00339:28665 268.9827:47536 269.98294:20925 278.94125:9854 283.0336:35031 284.03442:7312 285.01321:114175 286.00934:36545 287.009:31569 299.06015:101436 300.06342:28269 301.05688:31404 303.01868:25910 341.01715:6426 341.53745:5627 342.99097:11513 344.97589:23269 355.06921:56113 356.06705:10624 359.02383:78554 359.37857:5504 360.02567:33095 361.02567:18980 402.9646:7848 520.29016:5343 577.51172:5666 596.18561:5710 601.51367:150638 602.51837:12207 603.53265:165631 1352.48303:6758 1466.2959:6831,0,440900,717704,491406,230695,458921,283162,134442,249725,459209,1425274,151528,229768,363638,329418,213712
8994,13.056,558.50964,DG 30:0|DG 14:0_16:0,[M+NH4]+,ion correlated with 8993,0.25,True,10.18,558.50922,C33H64O5,DG,NYNQTTOUQMCOEM-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,93.8,45.8,86.3,100,221.03,Luca140818_lipid_Pos_co_culture_1,558.50964:5467656 559.51299:0 560.51635:0,50.20374:1714 50.51732:1795 53.92576:1667 54.23018:1698 55.175:1878 57.03305:3178 57.06953:22642 59.32492:1818 67.05318:2008 69.06886:2863 71.08479:25707 81.069:8626 83.08467:9918 85.10051:12915 87.94771:1932 92.67404:1846 95.08459:11485 97.92046:6722 99.15352:2103 105.19193:1864 109.10068:4727 123.11674:2594 227.72444:3837 230.11719:2021 282.5329:2101 285.24591:22448 313.2756:16369 523.46796:2385,131770,5467656,2611386,6321428,6451270,4558713,3224558,2874617,3418112,4536404,4038589,1756745,1189448,2960746,1981685,1732204
9521,13.415,586.54065,DG 32:0|DG 16:0_16:0,[M+NH4]+,ion correlated with 9520,0.25,True,11.52,586.54053,C35H68O5,DG,JEJLGIQLPYYGEE-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,97.2,44,75.9,100,1292.99,Luca140818_lipid_Pos_co_culture_5,586.54065:27474426 587.544:13921204 588.54736:0,55.0539:8319 55.85572:2020 57.03304:12523 57.0694:60981 57.60646:1888 67.05369:13742 69.06929:13780 71.08462:57723 74.67149:1949 81.06888:26927 83.08469:26401 85.10036:39399 89.0589:2943 95.08446:47369 97.10007:14094 103.07413:3684 105.29228:1899 109.10049:23412 114.22999:1851 121.09966:2361 123.11672:7855 137.13252:3826 138.99132:2157 150.50273:1839 166.92342:1917 211.7809:1906 239.24741:7673 313.27325:110921 551.50464:10698,984035,21723812,23833154,26612608,26014230,27474426,11636614,16844432,16119181,21643598,26325022,9027107,8083677,11470230,11556673,6724302
9483,13.132,584.52466,DG 32:1|DG 16:0_16:1,[M+NH4]+,,0.375,True,10.44,584.5249,C35H66O5,DG,ADLOEVQMJKYKSR-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCC)CO)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,94.6,33.6,89.7,100,1122.95,Luca140818_lipid_Pos_co_culture_2,584.52496:21881306 585.52831:11893150 586.53167:2670713,55.0539:14931 56.74488:1845 57.03304:11901 57.06942:40590 62.16164:1839 67.0537:24477 69.0694:36322 69.23851:3342 70.21051:1934 71.04831:2339 71.08474:35119 75.0309:2079 78.49395:2047 79.05368:7637 81.06898:39330 81.75673:1728 83.08471:33031 85.06403:2476 85.1004:26675 89.0589:2970 91.05632:2750 93.06886:8439 94.48585:1750 95.08454:53094 97.10016:24277 101.32583:2036 107.08478:8041 109.10051:23882 111.11604:4419 121.10056:16205 123.11673:10316 125.09586:2122 135.11618:17553 137.13254:3946 149.13034:7089 211.52972:2040 219.41858:1924 237.23138:2472 285.24594:27731 307.36786:2105 311.25845:35231 313.27341:51625 339.28439:20081 344.96979:2395 549.48315:11554,124191,30931236,21881306,29632912,32496154,652659,28534846,35458120,36199104,45398704,48049880,8554193,8018070,9077433,10105894,7814130
9781,13.262,598.53931,DG 33:1|DG 16:0_17:1,[M+NH4]+,ion correlated with 9779; adduct linked to 9075_[M+H-H2O]+; similar chromatogram in higher mz_20352,0.875,True,11.19,598.54053,C36H68O5,DG,CNVMYUWURZZCCS-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCC)CO)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,96.6,21.5,88.9,100,225.27,Luca140818_lipid_Pos_hela_5,598.53931:6781282 599.54266:3758113 600.54602:0,51.27435:2031 52.11339:1726 55.05392:7631 57.03306:4224 57.06953:23816 62.09151:1822 67.05371:10297 68.89768:1850 69.06899:15464 69.24236:3269 71.08474:19195 79.0537:4054 81.06891:17962 83.08466:21620 85.10053:12311 91.05634:12017 93.06889:3732 95.08451:26768 97.064:2007 97.1003:11578 107.08481:2323 109.10094:15888 111.07942:2110 111.11607:2371 121.10096:4893 123.11547:2624 135.11523:4144 149.13211:2946 167.05447:3460 225.05574:7967 250.26122:3033 264.27255:8544 299.06021:3867 299.25653:9092 301.05695:4496 313.27396:23852 325.26923:15950 337.91983:2293 339.28555:4812 345.97488:2118 346.97202:4667 347.97348:2673 348.96692:2564 359.02994:2617 480.9715:2243 503.16306:2162 563.50165:4408 568.62439:2184 598.9292:13074,28856,3782701,3107894,5304449,5397964,4227088,3455592,4028428,5609480,4586516,6781282,733924,1072572,1603470,339049,796351
10122,13.69,614.56818,DG 34:0|DG 16:0_18:0,[M+NH4]+,ion correlated with 10120; adduct linked to 9385_[M+H-H2O]+,0.938,True,12.88,614.57178,C37H72O5,DG,ONCLVQFEAFTXMN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCCCCCCCCCCC)CO)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,99.5,28.9,89.9,100,324.29,Luca140818_lipid_Pos_co_culture_1,614.57025:10583398 615.5736:7077626 616.57696:0,55.0539:4391 57.03324:15697 57.06948:68820 67.05386:16582 69.069:21517 71.08476:70184 73.04594:2604 81.06902:33263 82.06414:14359 83.08467:29656 85.10052:49393 89.0589:11738 91.05659:14968 93.05354:3711 93.06886:2706 95.08459:50395 97.10005:22956 101.68184:2299 103.07414:4050 107.08478:2251 109.10051:29622 111.11604:3328 120.76789:2031 123.11674:10661 134.13876:2137 137.13101:2807 178.09906:2042 239.24742:2344 244.93262:2238 257.25406:3696 264.27249:174825 267.27673:3571 313.27362:61195 327.28839:10971 341.30371:47933 347.97955:2146 353.25406:2330 579.53119:13897 600.55908:2921,1045697,10583398,9639023,11459527,11404560,11010708,2636715,4870886,4517987,5304678,6387774,5626862,4531974,5587810,6965820,3789824
10072,13.442,612.55048,DG 34:1|DG 16:0_18:1,[M+NH4]+,ion correlated with 10549; adduct linked to 9328_[M+H-H2O]+; adduct linked to 9694_[M+H]+; adduct linked to 10169_[M+Na]+; adduct linked to 9696_[M+H]+,1,True,11.7,612.55621,C37H70O5,DG,YEJYLHKQOBOSCP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,97.7,29.6,88.7,100,5828.23,Luca140818_lipid_Pos_nih_5,612.55157:31221440 613.55492:20594138 614.55828:4097190,55.05383:22086 57.03309:15092 57.06942:55481 67.05369:28155 69.0694:49430 71.08466:53799 73.0459:22042 75.936:2133 79.01969:2808 79.05369:4939 81.06891:52016 83.08452:43268 85.1004:37787 89.05891:3506 91.05627:104922 92.05599:3865 93.05354:10883 93.06887:12448 95.08443:77557 97.06398:9101 97.10014:35963 107.08479:12571 109.10038:38067 111.11605:13108 114.07267:3612 121.10095:18500 123.11669:14461 124.86657:2072 125.09586:3220 135.11668:13002 137.13254:2869 139.1111:2263 149.04402:2692 149.13036:8076 151.14757:3284 162.16866:2053 163.14862:2996 167.05354:20153 225.05547:15297 226.05498:2284 227.05121:4735 227.13884:2432 239.10358:3197 239.24742:4530 241.10095:2445 257.25406:3571 264.27249:13020 265.25732:3799 281.50415:2109 283.0336:3364 285.01263:18302 286.01535:2654 287.01361:3490 299.06015:13807 300.06342:3026 308.79895:2135 313.2731:85158 339.28503:61649 344.96982:8221 346.97195:2498 355.06854:4821 390.39819:2470 399.80667:2123 420.99643:2736 496.97894:2237 577.51172:14456 594.93109:8887 612.94714:3338,376337,139944944,99074264,152831152,162380448,158342576,131322176,176911808,170272768,198928416,263860336,41940388,40541408,43545184,50837412,31221440
10336,13.58,626.57074,DG 35:1|DG 17:0_18:1,[M+NH4]+,ion correlated with 10335; ion correlated with 14032; similar chromatogram in higher mz_18935; similar chromatogram in higher mz_18936,0.188,True,12.72,626.57178,C38H72O5,DG,CPYYIMXJKFANHS-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,99.4,21.5,88.5,100,55.98,Luca140818_lipid_Pos_co_culture_4,626.57074:5567980 627.57409:2350324 628.57745:3274004,55.0539:14132 57.03304:8199 57.06943:32162 60.72539:2308 67.05363:23367 68.33533:1859 69.06934:30568 71.08471:29759 71.11083:1859 73.04594:3646 79.05368:9085 81.06889:31602 81.9302:1956 83.08462:31432 85.10048:23702 91.05631:8929 93.06886:3386 95.08461:42417 97.10018:24419 97.92046:5413 107.08478:2355 109.10057:24515 111.11604:2328 121.10092:9811 123.11543:3078 135.11668:8587 137.13254:2343 149.13206:2350 156.69873:1952 162.75595:2018 165.75131:2329 166.86208:1791 185.93294:2409 228.08995:2357 228.10954:2590 239.10356:2191 264.27655:2486 313.27365:14284 325.27023:8765 327.2883:22636 339.2854:20838 341.30405:14333 353.30444:4951 368.56656:2211 410.53543:1996 468.12717:2442 538.95837:2771 591.53204:3813,0,5038458,3368760,3873301,5567980,5612715,4406170,5077847,5123780,6813159,9092713,0,671506,460412,443914,394794
10271,13.314,624.55267,DG 35:2|DG 17:1_18:1,[M+NH4]+,ion correlated with 16904; similar chromatogram in higher mz_18164,0.812,True,11.33,624.55621,C38H70O5,DG,VZRUYZOUKQDWIP-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCC=CCCCCCCC,410,True,True,True,,False,False,null,null,100,97,23.7,89.4,100,28327.13,Luca140818_lipid_Pos_co_culture_3,624.55548:5114366 625.55883:6082904 626.56219:0,54.41703:2174 55.05384:19015 55.51164:2000 57.03304:9207 57.06942:10252 60.38701:1920 67.05357:23788 69.06927:42765 69.24069:3821 71.08524:8323 73.04594:8515 79.05368:10941 81.06899:34041 83.08456:39712 85.10051:4056 87.88593:1910 91.05633:21884 93.06903:19998 95.08444:47720 97.06397:3051 97.10012:31072 107.08462:18841 109.10049:20599 111.11604:13476 121.10059:26729 123.11673:9479 134.87268:2317 135.11638:20709 137.13254:2991 139.11264:2409 149.04401:3139 149.13034:3620 163.14664:3296 167.0542:35834 168.05428:2982 173.97635:2528 188.36383:2339 225.05453:17443 229.87233:2294 239.10356:12911 251.24416:3697 265.25729:2994 281.29816:2853 282.28052:17766 289.16571:2135 299.06503:4495 299.30554:3039 310.31137:24073 311.25848:2790 323.77298:2319 325.27002:45526 339.28583:35963 467.71429:2370 511.46576:2084 520.93237:2974 536.97015:15410 537.90363:2479 541.1369:2767 587.2431:2291 589.51746:9118,0,6180776,3846594,5114366,7390089,6395956,5425336,7057042,8972482,8613304,12664423,0,384450,632119,0,440411
10606,13.709,640.58527,DG 36:1|DG 18:0_18:1,[M+NH4]+,ion correlated with 10745; ion correlated with 10604; adduct linked to 9902_[M+H-H2O]+; adduct linked to 10260_[M+H]+; adduct linked to 10689_[M+Na]+,0.625,True,12.94,640.58752,C39H74O5,DG,SAEPUUXWQQNLGN-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCCCCCCCCCCC,410,True,True,True,,False,False,null,null,100,99.5,37.6,90.1,100,3154.7,Luca140818_lipid_Pos_hela_1,640.58563:100834720 641.58898:62524940 642.59234:15306232,53.00211:2745 54.71298:2228 55.05398:47522 57.03308:44292 57.06948:124227 57.28516:2118 67.05374:67343 67.4282:2067 69.06944:110740 71.0847:116122 73.30961:2008 79.05379:18057 80.06066:2351 81.069:122072 83.08469:131996 85.06406:9114 85.10052:73981 89.05893:5070 91.05717:6787 93.06897:28008 95.08461:161778 97.06401:11569 97.1003:93197 99.0796:5498 99.92789:2268 101.0584:1948 107.085:24264 109.10065:89881 111.07943:5529 111.11598:32332 121.10098:42016 123.11683:34967 125.09589:8799 125.13174:2506 135.11668:31941 137.13106:10249 139.11113:3427 141.07558:2421 149.13031:15797 151.14761:2889 152.1449:2418 163.1467:8188 165.16389:2338 167.05449:11923 167.14055:2315 177.16269:3098 227.35663:4034 239.2475:3167 247.25061:4854 264.27255:11692 265.25742:13112 268.97177:2491 285.28275:5003 313.27332:34428 339.28586:134757 341.30408:147168 367.31662:23123 506.00214:2439 605.5495:35522 640.85547:9733,110328,107955200,65733156,77175280,110321496,97282424,100834720,109882800,143991200,137803536,172441856,8383532,6574107,6557512,7962060,5019287
10549,13.464,638.56744,DG 36:2|DG 18:1_18:1,[M+NH4]+,ion correlated with 14194; ion correlated with 10072; adduct linked to 9867_[M+H-H2O]+; adduct linked to 10657_[M+Na]+; adduct linked to 10658_[M+Na]+; adduct linked to 10217_[M+H]+; adduct linked to 10218_[M+H]+,1,True,12.14,638.57178,C39H72O5,DG,AFSHUZFNMVJNKX-UHFFFAOYSA-N,O=C(OCC(OC(=O)CCCCCCCC=CCCCCCCCC)CO)CCCCCCCC=CCCCCCCCC,410,True,True,True,,False,False,null,null,100,98.7,30.7,75.5,100,5376.55,Luca140818_lipid_Pos_nih_1,638.56763:11240291 639.57098:8451152 640.57434:0,55.05397:37773 57.03307:21267 57.06946:32131 65.99708:2047 67.05374:53475 69.06947:91403 71.0848:17644 73.04595:3690 79.05369:19075 81.069:74765 83.04805:3265 83.08472:97829 85.06404:4109 85.10035:15046 91.05663:32199 93.06899:32993 95.08459:108968 97.06399:11352 97.10025:66472 97.92139:8054 99.07958:2566 107.08482:31801 109.10065:49248 111.07941:10514 111.11613:19255 121.10096:40505 123.1157:15027 125.09587:4808 125.13171:3866 135.11659:45072 137.13255:4791 149.04404:3044 149.13068:18608 151.14758:5284 153.12509:8316 158.58559:2111 163.14665:4448 167.05429:25454 168.05431:3193 177.16264:2540 193.19536:2311 247.25056:13380 265.25778:17559 299.06018:2294 330.09207:2366 339.28574:181905 344.97592:2552 398.12857:2388 460.94699:2462 513.56793:2160 603.52802:16918 638.87482:4661,692697,122983320,84376416,123114416,151627808,124849088,149786480,187362064,238340944,213491632,311076224,11240291,14408126,15174823,14757927,10977809
